Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.098,35.568,35.989,36.496,36.948,37.445,37.898,38.43,38.869,39.349,39.871,40.347,40.915,41.394,41.954,42.444,43.039,43.44,43.583,44.558,45.153,44.476,46.377,46.923,47.493,48.189,48.71,49.409,50.051,50.635,51.319,52.127,52.941,53.748,54.721,55.464,56.009,56.06,56.554,56.816,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.464,37.695,37.932,35.661,35.984,36.383,36.698,37.024,37.361,37.746,38.025,38.368,38.698,39.034,41.757,42.053,42.419,42.718,43.033,43.39,43.754,44.07,44.374,44.635,44.829,45.104,45.446,45.785,46.321,46.7,47.084,47.465,47.92,48.228,48.156,48.952,49.065,47.997,47.716,48.006,50.121,50.445,50.986,51.405,52.15,52.249,53.371,54.155,54.646,55.541,56.23,56.967,57.69,58.232,58.61,59.128,59.674,60.066,60.502,60.882,59.999,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.729,41.994,42.258,42.546,42.749,43.054,43.264,43.532,43.731,30.076,30.248,36.263,43.284,43.477,40.186,35.812,28.921,40.501,40.793,41.653,47.563,48.109,48.596,49.007,49.208,49.683,50.039,50.279,50.504,50.668,50.86,50.969,51.113,51.308,51.415,51.592,51.727,52.061,52.382,52.752,53.226,53.636,54.085,54.581,55.036,55.464,56.046,56.54,57.074,57.431,57.878,58.412,58.865,59.224,59.595,60.103,60.479,60.821,61.191,61.644,60.708,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3,70.31585366,70.25497561,70.61053659,70.56939024,71.42831707,71.75270732,71.29878049,71.43019512,72.00434146,72.77080488,73.00956098,72.78268293,72.98197561,73.41558537,73.37636585,73.634,73.67080488,74.3587561,74.62107317,74.54626829,74.95743902,75.25053659,75.51773171,75.77439024,76.08290244,76.48265854,76.27985366,76.9807561,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.08780488,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.76,61.792,62.877,64.077,64.841,64.728,64.655,64.654,65.498,65.857,66.216,66.479,66.822,67.217,67.583,67.971,68.151,67.475,67.668,67.9,68.144,68.45,68.712,64.219,69.32,69.58,69.77,69.939,70.165,70.419,70.683,70.974,71.291,71.576,71.786,72.109,72.331,72.568,72.805,72.903,72.783,73.118,73.167,73.188,71.788,73.521,73.7,74.317,74.656,75.036,74.999,75.295,75.042,75.116,74.985,75.013,74.762,74.765,74.808,74.863,74.924,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.35902439,66.22243902,66.70926829,67.19634146,68.11487805,68.59268293,68.42731707,68.66658537,69.37268293,70.01512195,70.53195122,70.29195122,69.85414634,70.55,71.57341463,71.98560976,71.97731707,71.82512195,71.5797561,71.88658537,72.04756098,71.40463415,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.808,46.47,46.995,47.407,47.712,47.814,47.764,47.984,48.298,48.548,49.439,50.484,51.638,53.003,54.039,54.824,49.169,55.816,55.963,56.185,56.024,55.972,50.134,58.718,59.558,60.203,60.772,61.432,62.029,62.374,62.473,62.725,62.913,63.349,63.726,64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.897,61.395,61.708,62.359,62.878,62.893,62.778,63.566,64.152,64.545,64.825,65.193,65.351,65.752,66.01,66.577,67.032,67.922,68.686,69.579,69.861,70.077,70.32,70.59,70.819,71.069,71.325,71.564,71.885,72.164,72.473,72.497,72.718,72.952,73.058,73.29,73.092,73.349,73.632,74.066,74.417,75.41,75.793,76.504,76.923,77.182,77.136,77.098,77.185,77.094,76.879,76.872,76.707,76.72,76.749,76.616,76.877,77.155,77.439,77.717,76.612,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.034,58.46,58.864,59.202,59.494,59.742,59.937,60.113,60.256,60.38,60.469,60.555,60.636,60.683,60.76,60.819,60.892,60.955,61.052,61.133,61.229,61.311,61.406,61.491,61.589,61.66,61.797,61.947,62.085,62.238,62.415,62.622,62.787,63.152,63.372,63.136,63.205,63.356,63.9,64.17,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.42902708,68.8274827,68.79085247,69.01975094,69.49537589,69.61646985,69.90829172,70.15650349,70.04233614,70.17241935,70.46943952,70.78326576,71.05968749,71.25776343,71.67743718,71.99985146,72.26160218,72.64532761,72.77058986,73.08137291,73.09577895,73.45719967,73.78696613,73.88301631,74.16942115,74.28557444,74.52620727,74.79743975,74.91108016,75.13503262,75.27111285,75.46511896,75.72293627,75.78967441,76.0648989,76.1291881,76.48371032,76.81166049,77.00667555,77.16358506,77.45937001,77.76030522,77.90611158,78.04083583,78.46418519,78.5802188,78.89283942,79.12811797,79.28736118,79.58261734,79.76666997,80.03933188,80.15921974,80.3522867,80.60774065,80.49414903,80.64981244,80.69163784,80.78416341,80.97440042,80.20840487,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.86629268,66.55887805,66.97717073,67.68573171,68.44609756,69.25121951,69.53887805,69.92543902,70.35582927,70.56856098,71.04995122,71.45853659,71.45609756,72.1097561,72.61219512,73.36829268,72.8195122,73.3195122,73.57560976,73.67317073,74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.42682927,81.37804878,81.82926829,81.62926829,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,85.07804878,85.38780488,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.317,48.73,49.668,50.25,50.812,51.465,52.091,52.632,53.355,53.896,54.44,54.966,55.607,54.415,52.313,57.548,58.158,58.746,59.334,59.908,60.485,61.016,61.527,62.137,62.642,62.996,63.591,64.032,64.345,64.856,65.243,65.752,65.991,66.251,66.574,67.139,67.439,67.777,62.721,68.422,68.662,69.006,69.366,69.507,69.796,70.104,70.261,70.376,70.441,70.911,71.088,71.439,71.734,71.963,72.259,72.487,72.588,72.692,72.814,72.881,71.462,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.74320268,41.07167197,41.62237665,41.76393401,42.25305578,42.40139857,42.33486772,42.97657937,43.30820644,43.56528347,43.87857391,44.22379024,44.02369655,44.76052283,44.79944872,45.16661952,45.8441782,46.21247458,46.39335832,46.80426002,47.21472563,47.51565661,47.73766374,46.52564001,46.39744124,46.7606582,47.57774116,48.30188301,48.10638923,49.17537501,49.21020592,49.2081967,49.18780184,49.79599985,50.16104123,50.66783571,50.788455,51.13652679,50.95230415,51.83524138,52.66175412,53.13109921,53.62999652,54.22966888,54.74040928,55.40832282,56.23362067,56.88988799,57.50407019,58.2403117,58.57768857,59.4752204,60.07801762,60.64456075,61.14707309,61.61254773,62.16196194,62.54976047,62.94757595,63.33805695,62.76172018,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.48236585,66.18034146,66.46914634,66.85580488,67.29231707,67.83256098,68.12143902,68.29895122,68.38641463,68.66029268,68.81263415,69.14017073,69.44178049,69.8484878,70.14365854,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,77.72439024,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.499,43.914,44.291,42.769,44.968,45.351,45.594,46.125,46.512,46.915,47.337,47.719,47.945,48.208,48.419,48.681,48.956,49.209,49.428,49.675,49.902,50.268,50.551,50.871,51.123,51.523,51.875,52.239,52.632,52.755,52.975,53.391,53.842,54.35,54.653,55.547,56.154,56.516,57.135,57.961,58.365,58.489,58.855,59.507,58.475,60.415,60.763,61.103,61.332,61.741,46.019,61.623,62.291,62.605,62.987,63.237,63.392,63.854,64.019,64.255,64.052,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.61707317,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.84547029,48.68268034,52.36760819,52.84052608,53.36360227,53.07381127,53.76386276,54.25563248,54.95292911,55.36217905,55.91051499,56.54231027,56.99166511,57.65466651,58.21086573,58.81411925,59.35956386,59.91495964,60.39784122,60.89870819,61.33307331,61.78004396,62.24190459,62.69423065,63.09991015,63.51760918,64.01316008,64.36775691,64.66781008,65.00165345,65.21803201,65.50782178,65.7942441,66.04746185,66.31449175,66.64881075,66.97203697,67.35269724,67.70761943,67.91997532,68.25156171,68.66458224,68.99754158,69.26632334,69.48987893,69.93360029,70.28793799,70.57871518,70.79398807,71.15849756,71.46052654,71.80250895,72.15027638,72.50043728,72.85824982,73.15876592,73.42718608,73.64917512,73.94192137,74.13829197,73.39793576,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.26634543,47.70314629,50.85539252,51.29991746,51.8451184,51.63193079,52.28397935,52.76084446,53.42369552,53.8196467,54.17724102,54.28643788,55.32528079,55.96106275,56.43128413,56.95156703,57.4943408,58.04559724,58.49223341,58.96465997,59.39787341,59.8184817,60.2220128,60.53415194,60.87207575,61.24020613,61.70556362,62.04722606,62.26602565,62.65268968,62.84801104,63.02177901,63.28927139,63.51732263,63.78047617,64.06791491,64.33050484,64.70872917,65.01380646,65.3592051,65.70448293,66.08481286,66.40757111,66.68857691,66.92505952,67.32158215,67.71682435,67.9959395,68.17950668,68.60344481,68.9002214,69.26931,69.5855341,69.91113303,70.23719094,70.52469831,70.80649582,71.04403816,71.32249515,71.52600223,70.82550673,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.3878249,42.89867003,43.4910743,43.81092258,44.48338045,44.66449238,45.15196997,45.58237489,46.10662554,46.46267471,45.93243272,43.5639353,47.4207245,47.96396735,48.0761293,48.26318339,48.85064399,49.44742092,49.8056205,50.23428506,50.7433229,51.12305663,51.35128884,51.13713721,51.2707498,51.51822315,51.94315098,52.31563725,52.27688098,52.96982492,53.16570811,52.9362882,53.25640838,53.50256552,53.86680387,54.08593274,54.23254814,54.6959601,54.94657871,55.90261039,56.39965325,56.78335575,57.19713247,57.64521209,58.04428758,58.39481059,59.04815123,59.40721215,59.59966972,60.32875504,60.72350206,61.28800499,61.60206576,61.93802914,62.25146525,62.58758927,63.0036252,63.38565343,63.72674677,64.0609363,63.58904063,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.12348484,43.73118619,44.52579863,45.21299744,45.8082817,46.37033282,47.07963259,47.17982821,48.0398244,48.60592736,49.48255959,48.22264148,50.5146228,50.97112442,51.30019706,51.79018822,52.2811267,52.65285794,53.01426095,53.35523274,53.85100327,54.3805393,54.61223907,54.95667893,55.15857651,55.16277784,55.1351538,55.0486562,55.16254375,55.28180032,55.35457861,55.20566252,55.02095626,54.82310516,54.68847906,54.44986691,54.60023636,54.66461002,54.9181356,55.35180052,55.7768837,56.02580069,56.38298642,56.69936226,57.02406561,57.06078112,57.86256297,58.10991017,58.39962276,58.73416597,59.07716119,59.46031415,59.65105891,59.95840932,60.12666127,60.35909556,60.5623624,60.87626417,61.07573447,61.33006532,61.00472552,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.452,47.117,47.871,48.429,49.232,42.599,48.2,51.066,51.63,52.354,52.992,53.576,54.242,54.85,55.429,55.968,56.514,57.081,57.565,58.153,58.754,59.138,59.757,60.273,60.728,61.307,61.722,61.973,62.211,62.696,63.181,63.537,64.126,64.598,64.856,65.237,65.355,65.733,65.962,66.221,66.433,66.758,67.134,67.413,65.75,67.649,67.914,68.189,68.226,68.494,68.679,68.823,68.973,69.264,69.533,69.699,69.798,69.936,70.338,70.518,68.808,
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.05183287,42.51866492,43.01909091,43.17152948,43.87930061,43.88683379,44.27310346,44.85423419,45.22588117,45.4863363,44.31355801,41.43289709,46.00140009,46.58235998,46.59196536,46.63375666,47.25772549,47.95087544,48.30138498,48.76449309,49.26316921,49.54974216,49.76212305,49.26974164,49.36628661,49.72603362,50.3651683,50.95699882,50.83446055,51.80852089,52.06133885,51.78623464,52.36205815,52.83472701,53.45116908,53.90160784,54.04592913,54.71190966,54.96107722,56.18383846,56.71870746,57.17285929,57.61563424,58.13046489,58.56748816,59.07858136,59.65538626,60.07170806,60.21510041,61.14797173,61.57109195,62.23002535,62.60704011,62.95686371,63.34360568,63.7302292,64.25048902,64.6624472,65.07137501,65.44156243,64.89182503,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.409,63.629,64.293,63.522,64.838,64.978,65.273,65.968,65.625,65.193,65.684,65.956,65.371,66.555,65.989,66.918,67.162,67.281,67.511,67.882,68.304,69.079,69.1,69.716,69.88,69.48,70.292,70.678,71.239,70.924,71.959,72.151,73.078,72.31,73.339,73.264,73.756,73.691,74.603,73.666,74.725,75.51,75.42,76.096,76.966,77.623,78.191,78.331,78.449,78.681,78.983,79.19,79.337,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.218,45.398,45.659,45.936,46.184,44.98,45.333,45.674,47.471,47.857,48.241,48.632,49.025,49.539,50.244,50.812,51.388,51.909,52.492,53.06,53.611,54.175,54.732,55.281,55.816,56.334,56.835,57.315,57.777,58.233,58.652,59.055,59.452,59.815,60.216,60.596,60.984,61.388,61.792,62.207,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636,70.117,70.467,70.71,70.91,70.15,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.19426829,69.67829268,69.99104878,70.23009756,70.48992683,70.695,70.21695122,71.24536585,70.941,70.85282927,70.90156098,71.67585366,71.0217561,71.23997561,71.17556098,71.75304878,71.85660976,71.99739024,71.99631707,72.26802439,72.59541463,72.95178049,73.20904878,73.24009756,73.66373171,73.62190244,73.66553659,74.43239024,74.43941463,74.45521951,74.84607317,75.025,75.41509756,75.29219512,75.78712195,75.46980488,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.20487805,82.70243902,82.20487805,
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.957,44.55,44.269,45.619,46.196,46.744,47.421,48.034,48.136,49.438,50.204,51.124,51.659,52.946,53.854,54.761,55.7,56.577,55.926,58.55,58.537,56.715,57.734,58.748,61.22,61.893,62.487,62.823,63.446,65.718,64.367,66.459,66.776,67.139,67.468,67.785,68.07,68.359,68.73,69.297,69.691,69.955,70.445,69.823,71.37,71.838,72.276,72.772,72.624,72.698,73.069,73.679,74.186,74.449,74.782,75.124,75.6,75.971,76.195,76.103,74.832,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.618,53.411,54.326,54.948,55.633,56.616,57.348,58.37,58.781,59.32,60.186,60.909,61.388,62.03,60.898,61.464,63.715,64.228,64.401,64.791,61.5,59.331,59.733,60.061,60.219,60.68,60.874,61.176,57.466,58.235,58.435,62.519,66.708,66.897,66.744,66.464,66.391,65.837,65.486,66.182,66.817,67.034,67.084,65.643,65.031,64.844,63.587,63.553,64.942,66.446,67.062,67.659,68.023,68.253,68.914,69.44,68.988,70.413,71.514,71.576,69.123,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.76204878,73.50341463,73.72195122,73.04292683,73.54170732,73.86878049,73.3004878,73.78317073,74.00585366,73.77634146,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,83.16341463,83.06585366,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.00658537,72.11219512,,,,72.28560976,71.5097561,71.05658537,70.9704878,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,82.7,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.49756098,82.34390244,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.042,64.394,64.491,65.27,65.622,65.972,66.355,66.442,66.265,66.381,66.702,66.795,67.102,67.551,67.838,68.048,68.425,68.534,68.755,69.048,69.435,69.859,70.244,70.16,70.272,70.52,70.732,71.273,71.541,72.157,72.304,72.186,72.189,71.921,71.739,71.549,71.488,71.207,70.99,70.968,70.944,70.758,70.888,70.806,70.86,71.044,71.199,71.418,71.612,72.124,72.622,73.094,73.433,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.617,53.671,54.658,55.575,56.559,57.415,57.869,59.01,59.752,60.444,59.87,61.612,62.349,62.908,63.434,63.961,64.49,64.981,65.436,65.851,66.259,66.714,67.154,67.555,67.925,68.26,68.567,68.884,69.252,69.57,69.854,70.093,70.316,70.518,70.699,70.87,71.064,71.272,71.474,71.694,71.918,72.147,72.359,72.573,72.772,72.932,73.145,73.373,73.591,73.801,74,74.189,74.366,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.66609756,68.31,68.59487805,69.65804878,70.13243902,70.20195122,70.98658537,71.27658537,71.61121951,71.83878049,71.9502439,72.88292683,73.50658537,73.75756098,74.39390244,75.05731707,75.45682927,75.89829268,76.03829268,76.33756098,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,84.61560976,
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3705122,58.50307317,58.6217561,58.9445122,59.1574878,59.46168293,59.69921951,59.87341463,59.99836585,60.19117073,60.42297561,60.64756098,60.99495122,61.27739024,61.52497561,61.79060976,61.64034146,61.853,62.06560976,62.25458537,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37,
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.68,49.533,50.224,50.808,51.328,51.7,52.097,52.455,52.781,53.169,53.575,54.258,55.012,55.677,55.634,55.826,55.895,56.486,56.944,57.722,58.501,61.165,60.953,61.012,60.804,60.58,60.216,60.044,59.539,59.04,58.614,58.005,57.259,56.617,56.273,55.617,55.161,54.816,54.526,54.495,54.411,54.508,54.99,55.601,56.361,57.344,58.222,58.865,59.614,60.365,60.649,61.046,61.115,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675,
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.08302439,55.32095122,55.64892683,55.97695122,56.18034146,56.4094878,56.81014634,57.03431707,57.35746341,57.67153659,58.00531707,58.30392683,58.6147561,58.99068293,59.32704878,59.4617561,59.66558537,60.0397561,60.37560976,60.79502439,61.08146341,61.34919512,61.67443902,62.17707317,62.42119512,63.0195122,63.33041463,63.66043902,63.91739024,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,71.8,
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.361,42.792,43.316,43.898,44.398,44.789,45.363,45.514,45.793,46.241,39.129,39.507,40.224,40.024,39.803,11.995,12.013,28.91,36.982,42.279,47.57,48.18,48.736,49.485,50.235,51.041,51.506,53.454,54.276,54.798,55.434,55.793,56.021,56.08,56.035,56.308,56.346,56.743,57.028,57.69,58.625,59.966,61.226,62.523,63.552,64.293,65.059,65.731,66.47,67.444,67.712,68.416,68.915,69.304,69.736,69.873,70.224,70.515,70.561,70.692,70.416,
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.873,48.381,48.96,49.624,50.323,51.038,51.779,52.524,53.22,53.88,54.527,55.097,55.476,55.971,56.266,56.471,56.628,56.032,56.91,57.083,57.286,57.495,57.718,57.985,58.266,58.591,58.97,59.412,59.904,60.408,60.917,61.422,61.893,62.321,62.697,63.014,63.291,63.575,63.854,64.136,64.409,64.655,64.84,64.954,64.989,64.967,64.906,64.844,64.834,64.892,65.016,65.19,65.378,65.588,65.815,66.059,66.332,66.597,66.855,67.15,67.266,
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,63.95121951,,,,,65.95121951,,,,,67.95121951,,,,,70.03634146,,,,,71.33658537,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.3202439,54.924,55.5195122,55.97487805,57.17478049,58.2404878,59.50470732,61.28812195,61.559,62.05102439,62.16341463,62.61219512,63.0097561,63.40731707,63.80487805,64.15365854,64.50243902,64.9,65.19756098,65.54634146,66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,83.42682927,
